generation, Top Error, Gen Error, Trial 0, Trial 1
33, 1.76124516527808, 1.76215797758947, 3.63879930973053, -0.114483354551586
34, 1.75897644004054, 1.75897644004054, 3.64382553100586, -0.125872650924784
35, 1.75442609125593, 1.75442609125593, 3.64399790763855, -0.135145725126689
36, 1.75442609125593, 1.76695276797112, 3.64037477970123, -0.106469243758985
37, 1.75442609125593, 1.76130056297537, 3.64597189426422, -0.123370768313484
38, 1.75314706249307, 1.75314706249307, 3.64469695091248, -0.138402825926342
39, 1.75314706249307, 1.76076981588465, 3.65282535552979, -0.131285723760495
40, 1.75314706249307, 1.7562647428591, 3.63902044296265, -0.126490957244455
41, 1.75314706249307, 1.75890452555952, 3.64658677577972, -0.128777724660686
42, 1.75314706249307, 1.75508233166502, 3.6519021987915, -0.141737535461467
43, 1.75314706249307, 1.75925847962863, 3.63919270038605, -0.120675741128788
44, 1.75314706249307, 1.75827789271515, 3.64210915565491, -0.125553370224613
45, 1.75314706249307, 1.75388592521913, 3.64042448997498, -0.132652639536711
46, 1.75314706249307, 1.75841094734032, 3.64007806777954, -0.123256173098892
47, 1.75314706249307, 1.75499845001925, 3.64722406864166, -0.137227168603161
48, 1.75314706249307, 1.75674420754976, 3.6481066942215, -0.134618279121977
49, 1.75314706249307, 1.75504605045444, 3.64712309837341, -0.137030997464534
50, 1.75314706249307, 1.7558981790483, 3.64676415920258, -0.134967801105973
51, 1.75314706249307, 1.75800188730829, 3.65485095977783, -0.138847185161251
52, 1.75314706249307, 1.76353759469652, 3.66214334964752, -0.135068160254481
53, 1.75314706249307, 1.75741264891806, 3.64466619491577, -0.129840897079652
54, 1.75293666104848, 1.75293666104848, 3.6514630317688, -0.145589709671848
55, 1.75293666104848, 1.75793043681076, 3.64811301231384, -0.132252138692314
56, 1.75293666104848, 1.75647694605678, 3.66585516929626, -0.152901277182714
57, 1.75293666104848, 1.75409467338069, 3.64556443691254, -0.137375090151159
58, 1.75293666104848, 1.75655890382173, 3.65754365921021, -0.14442585156674
59, 1.75293666104848, 1.75630354619161, 3.64549875259399, -0.132891660210774
60, 1.75134151963356, 1.75134151963356, 3.65164089202881, -0.148957852761692
61, 1.74810418911349, 1.74810418911349, 3.63985741138458, -0.143649033157612
62, 1.74810418911349, 1.75061057585326, 3.65135109424591, -0.150129942539383
63, 1.74810418911349, 1.75451591796616, 3.63901329040527, -0.12998145447296
64, 1.74810418911349, 1.75258906518267, 3.63990938663483, -0.13473125626949
65, 1.74810418911349, 1.75123546467803, 3.66116809844971, -0.15869716909365
66, 1.74810418911349, 1.74884724795187, 3.64909279346466, -0.151398297560924
67, 1.74763970876824, 1.74763970876824, 3.64613175392151, -0.15085233638502
68, 1.74763970876824, 1.74962936731519, 3.64220476150513, -0.142946026874755
69, 1.74763970876824, 1.74792282200206, 3.64259099960327, -0.146745355599158
70, 1.74763970876824, 1.75263488298864, 3.65476226806641, -0.149492502089126
71, 1.74763970876824, 1.75476435040471, 3.64434540271759, -0.134816701908167
72, 1.74763970876824, 1.75002516891476, 3.64349961280823, -0.143449274978712
73, 1.74763970876824, 1.75313985473772, 3.642134308815, -0.135854599339558
74, 1.74763970876824, 1.75124804458653, 3.6425484418869, -0.140052352713852
75, 1.74763970876824, 1.75180255950512, 3.6598447561264, -0.156239637116161
76, 1.74763970876824, 1.75250270972017, 3.65411674976349, -0.149111330323156
77, 1.744764820372, 1.744764820372, 3.64566242694855, -0.156132786204549
78, 1.744764820372, 1.74710314535337, 3.64844512939453, -0.154238838687783
79, 1.744764820372, 1.74750277799164, 3.6439049243927, -0.148899368409414
80, 1.744764820372, 1.75158929250624, 3.64026725292206, -0.137088667909576
81, 1.744764820372, 1.74687334225755, 3.64972519874573, -0.155978514230633
82, 1.744764820372, 1.74881054420527, 3.641033411026, -0.143412322615465
83, 1.744764820372, 1.74643320298811, 3.64919018745422, -0.156323781478
84, 1.74447681282922, 1.74447681282922, 3.65514874458313, -0.166195118924681
85, 1.74402431184971, 1.74402431184971, 3.65365409851074, -0.165605474811322
86, 1.73980841894726, 1.73980841894726, 3.64360356330872, -0.163986725414198
87, 1.73957029401769, 1.73957029401769, 3.64337241649628, -0.164231828460898
88, 1.73941020072196, 1.73941020072196, 3.63973832130432, -0.160917919860399
89, 1.73920377979125, 1.73920377979125, 3.64262211322784, -0.164214553645344
90, 1.73920377979125, 1.7408728365646, 3.64583563804626, -0.164089964917056
91, 1.73913382940331, 1.73913382940331, 3.63901436328888, -0.160746704482259
92, 1.73913382940331, 1.73914772061317, 3.63877463340759, -0.160479192181245
93, 1.73763649304747, 1.73763649304747, 3.64072597026825, -0.165452984173302
94, 1.73763649304747, 1.73768902632403, 3.64067304134369, -0.165294988695624
95, 1.73732563543135, 1.73732563543135, 3.65146565437317, -0.176814383510464
96, 1.73627128449637, 1.73627128449637, 3.64931046962738, -0.176767900634643
97, 1.73602674794389, 1.73602674794389, 3.64871406555176, -0.176660569663974
98, 1.73591765061556, 1.73591765061556, 3.65081393718719, -0.178978635956065
99, 1.7355017981322, 1.7355017981322, 3.64061522483826, -0.169611628573858
100, 1.7355017981322, 1.73599496890196, 3.64644515514374, -0.174455217339809
101, 1.7355017981322, 1.73694210218232, 3.64105463027954, -0.167170425914894
102, 1.7355017981322, 1.73604783849716, 3.6469339132309, -0.174838236236572
103, 1.7355017981322, 1.74056580934382, 3.64089965820313, -0.159768039515485
104, 1.7355017981322, 1.73747062216477, 3.65200841426849, -0.177067169938944
105, 1.73535756413411, 1.73535756413411, 3.64140784740448, -0.170692719136254
106, 1.73535756413411, 1.7362047798008, 3.64206457138062, -0.169655011779008
107, 1.73535756413411, 1.73556851680695, 3.64719414710999, -0.176057113496085
108, 1.73535756413411, 1.73580249268902, 3.64208388328552, -0.170478897907479
109, 1.73447112229179, 1.73447112229179, 3.64089941978455, -0.171957175200976
110, 1.73421032101245, 1.73421032101245, 3.63977015018463, -0.171349508159723
111, 1.73418265283641, 1.73418265283641, 3.63974523544312, -0.1713799297703
112, 1.73402648928704, 1.73402648928704, 3.64407384395599, -0.176020865381913
113, 1.73370039886608, 1.73370039886608, 3.64372003078461, -0.17631923305245
114, 1.73364454546239, 1.73364454546239, 3.64360857009888, -0.176319479174099
115, 1.73327078069562, 1.73327078069562, 3.64377558231354, -0.177234020922296
116, 1.7330354407013, 1.7330354407013, 3.64346349239349, -0.177392610990889
117, 1.7330354407013, 1.7330688232112, 3.6435284614563, -0.177390815033904
118, 1.7330354407013, 1.73407631645884, 3.64607679843903, -0.177924165521348
119, 1.7330354407013, 1.73432315049231, 3.65070712566376, -0.182060824679143
120, 1.7330354407013, 1.73533534115043, 3.65348589420319, -0.182815211902324
121, 1.7330354407013, 1.73523456113786, 3.65179324150085, -0.181324119225134
122, 1.7330354407013, 1.74040569021774, 3.6432204246521, -0.162409044216613
123, 1.7330354407013, 1.74304843529452, 3.65067231655121, -0.164575445962161
124, 1.7330354407013, 1.74205603712311, 3.64021265506744, -0.156100580821229
125, 1.7330354407013, 1.73466772682804, 3.64439296722412, -0.175057513568044
126, 1.73087596172357, 1.73087596172357, 3.64154636859894, -0.179794445151801
127, 1.7305245160063, 1.7305245160063, 3.64087271690369, -0.179823684891092
128, 1.73050757433657, 1.73050757433657, 3.64084100723267, -0.179825858559519
129, 1.73050757433657, 1.7305244654417, 3.64087271690369, -0.179823786020285
130, 1.73050757433657, 1.73050852801089, 3.6408429145813, -0.179825858559519
131, 1.73050757433657, 1.73052263933495, 3.64086937904358, -0.179824100373678
132, 1.73050757433657, 1.73050880520235, 3.6408429145813, -0.179825304176596
133, 1.73050757433657, 1.73052435030063, 3.64087271690369, -0.179824016302422
134, 1.73050757433657, 1.73050785152804, 3.64084100723267, -0.179825304176596
135, 1.72898587924054, 1.72898587924054, 3.64568161964417, -0.187709861163086
136, 1.72862323079911, 1.72862323079911, 3.63949882984161, -0.182252368243397
137, 1.72847825703484, 1.72847825703484, 3.63924670219421, -0.182290188124536
138, 1.72843869855483, 1.72843869855483, 3.6391681432724, -0.182290746162731
139, 1.72743721448275, 1.72743721448275, 3.64284312725067, -0.187968698285179
140, 1.72743721448275, 1.72745736108878, 3.64292013645172, -0.188005414274169
141, 1.72743721448275, 1.73143733855696, 3.65080809593201, -0.187933418818091
142, 1.72743721448275, 1.73310672610556, 3.64249217510223, -0.176278722891105
143, 1.72743721448275, 1.72985542911887, 3.65261793136597, -0.192907073128236
144, 1.72743721448275, 1.72878408859625, 3.64078032970428, -0.183212152511776
145, 1.72743721448275, 1.72963209499858, 3.63961207866669, -0.180347888669525
146, 1.72743721448275, 1.7322202021942, 3.64460706710815, -0.180166662719752
147, 1.72743721448275, 1.73329279317636, 3.64007472991943, -0.173489143566712
148, 1.72743721448275, 1.7305368364368, 3.63998126983643, -0.178907596962832
149, 1.72743721448275, 1.73147420728439, 3.653244972229, -0.190296557660216
150, 1.72743721448275, 1.73054273495904, 3.64597415924072, -0.184888689322647
151, 1.72743721448275, 1.73233415787747, 3.64395415782928, -0.179285842074339
152, 1.72743721448275, 1.72908089946, 3.64523363113403, -0.187071832214033
153, 1.72743721448275, 1.72995325507341, 3.64489471912384, -0.184988208977015
154, 1.72711099945701, 1.72711099945701, 3.63885080814362, -0.184628809229605
155, 1.72567121411601, 1.72567121411601, 3.64314675331116, -0.191804325079137
156, 1.72554502242406, 1.72554502242406, 3.64336633682251, -0.192276291974382
157, 1.72500760319463, 1.72500760319463, 3.64404845237732, -0.194033245988058
158, 1.72500760319463, 1.72507760906316, 3.64409458637238, -0.193939368246048
159, 1.72500760319463, 1.72747821918529, 3.65215849876404, -0.197202060393463
160, 1.72500760319463, 1.72871903914799, 3.64244723320007, -0.185009154904098
161, 1.72500760319463, 1.72828528603861, 3.64222848415375, -0.185657912076522
162, 1.72500760319463, 1.72666878393508, 3.63977527618408, -0.186437708313919
163, 1.72500760319463, 1.72654000478378, 3.64153695106506, -0.188456941497504
164, 1.72488906546497, 1.72488906546497, 3.64267230033875, -0.192894169408803
165, 1.72488906546497, 1.72502409004462, 3.64279139041901, -0.192743210329758
166, 1.72488906546497, 1.72497829828151, 3.64270114898682, -0.1927445524238
167, 1.72459537563922, 1.72459537563922, 3.64223527908325, -0.193044527804812
168, 1.72459403137005, 1.72459403137005, 3.6418035030365, -0.192615440296392
169, 1.72459403137005, 1.7246106226039, 3.64183390140533, -0.192612656197538
170, 1.72459403137005, 1.72459812323836, 3.64181041717529, -0.192614170698578
171, 1.72459403137005, 1.72461088390877, 3.64183580875397, -0.192614040936421
172, 1.72459403137005, 1.72459573905257, 3.64180564880371, -0.192614170698578
173, 1.72459403137005, 1.72461157627821, 3.64183580875397, -0.192612656197538
174, 1.72459403137005, 1.72459448735503, 3.64180314540863, -0.192614170698578
175, 1.72459403137005, 1.72461138305988, 3.64183592796326, -0.192613161843501
176, 1.72459403137005, 1.72459813359496, 3.64181041717529, -0.192614149985369
177, 1.72459403137005, 1.72461372204543, 3.64184010028839, -0.192612656197538
178, 1.72459403137005, 1.72459466616896, 3.6418035030365, -0.192614170698578
179, 1.72459403137005, 1.7246106226039, 3.64183390140533, -0.192612656197538
180, 1.72459403137005, 1.72459448735503, 3.64180314540863, -0.192614170698578
181, 1.72459403137005, 1.72461346922245, 3.64184010028839, -0.192613161843501
182, 1.72459403137005, 1.72459573905257, 3.64180564880371, -0.192614170698578
183, 1.72459403137005, 1.72461372204543, 3.64184010028839, -0.192612656197538
184, 1.72459403137005, 1.72459448735503, 3.64180314540863, -0.192614170698578
185, 1.72459403137005, 1.72461163588286, 3.64183592796326, -0.192612656197538
186, 1.72459403137005, 1.72459748843945, 3.64181041717529, -0.192615440296392
187, 1.72459403137005, 1.72461346922245, 3.64184010028839, -0.192613161843501
188, 1.72459403137005, 1.72459448735503, 3.64180314540863, -0.192614170698578
189, 1.72459403137005, 1.7246106226039, 3.64183390140533, -0.192612656197538
190, 1.72459403137005, 1.72459812323836, 3.64181041717529, -0.192614170698578
191, 1.72459403137005, 1.72461088390877, 3.64183580875397, -0.192614040936421
192, 1.72459403137005, 1.72459573905257, 3.64180564880371, -0.192614170698578
193, 1.72459403137005, 1.72461372204543, 3.64184010028839, -0.192612656197538
194, 1.72256708983375, 1.72256708983375, 3.64303588867188, -0.197901709004366
195, 1.72256708983375, 1.73077550825183, 3.64045834541321, -0.178907328909551
196, 1.72256708983375, 1.72636166127651, 3.64623641967773, -0.193513097124717
197, 1.72256708983375, 1.72814559511659, 3.64021825790405, -0.183927067670866
198, 1.72256708983375, 1.72661321850922, 3.64409184455872, -0.190865407540281
199, 1.72256708983375, 1.72266501580321, 3.64280700683594, -0.197476975229524
200, 1.72256708983375, 1.72490207450568, 3.63990676403046, -0.190102615019096
201, 0.101336830394651, 0.101336830394651, 0.195348369981188, 0.0073252908081135
202, 0.0720527697122228, 0.0720527697122228, 0.162430374322599, -0.0183248348981533
203, 0.0651330960985768, 0.0651330960985768, 0.146884765612392, -0.0166185734152381
204, 0.0618180470532091, 0.0618180470532091, 0.140223670814949, -0.0165875767085309
205, 0.0618180470532091, 0.0621178768325523, 0.144529639735741, -0.0202938860706359
206, 0.0614197978563747, 0.0614197978563747, 0.144418714414254, -0.0215791187015046
207, 0.0612423173419963, 0.0612423173419963, 0.147481267016055, -0.0249966323320626
208, 0.0596570989735116, 0.0596570989735116, 0.143579308000798, -0.0242651100537743
209, 0.0590791273621281, 0.0590791273621281, 0.133316083967441, -0.0151578292431843
210, 0.0542908087459272, 0.0542908087459272, 0.127603020520418, -0.0190214030285637
211, 0.0435931142068919, 0.0435931142068919, 0.110929911477435, -0.0237436830636512
212, 0.0435931142068919, 0.0480655100994812, 0.119032587074168, -0.0229015668752059
213, 0.0340746981471823, 0.0340746981471823, 0.0914738635208899, -0.0233244672265253
214, 0.0170286441371169, 0.0170286441371169, 0.0390154659749869, -0.00495817770075307
215, 0.0170286441371169, 0.0170744178901662, 0.039129666420201, -0.00498083063986859
216, 0.00920168327180429, 0.00920168327180429, 0.0227695851253918, -0.00436621858178318
217, -0.00710812097483032, -0.00710812097483032, -0.00234172424334142, -0.0118745177063192
218, -0.0195996193555022, -0.0195996193555022, -0.0118745177063192, -0.00638233016306516, -0.0138342698667897
219, -0.0269977929600764, -0.0269977929600764, -0.0138342698667897, -0.00640724449713542, -0.0141544522007255
220, -0.0269977929600764, -0.0159657631315425, -0.0141544522007255, 0.0230549887645065, -0.0138342698667897
221, -0.0345737081971066, -0.0345737081971066, -0.0623228860435771, -0.00682453035063618
222, -0.0517984036919578, -0.0517984036919578, -0.00682453035063618, -0.0452602614670331, -0.0169383073691398
223, -0.0737832814404915, -0.0737832814404915, -0.0169383073691398, -0.0619150356655772, -0.0169148161543083
224, -0.0737832814404915, -0.0380110382756948, -0.0499009265885171, -0.0261211499628725
225, -0.0737832814404915, -0.070982704105645, -0.0261211499628725, -0.0517120700098502, -0.0261211499628725
226, -0.0865600703345158, -0.0865600703345158, -0.0261211499628725, -0.0495251646251335, -0.0264911219753806
227, -0.095378467944719, -0.095378467944719, -0.0264911219753806, -0.0522960947516944, -0.0254096488278471
228, -0.0984138985569956, -0.0984138985569956, -0.0254096488278471, -0.0499185303785527, -0.0261211499628725
229, -0.100107232625632, -0.100107232625632, -0.0261211499628725, -0.0505239408985464, -0.0251554758328486
230, -0.101547964215601, -0.101547964215601, -0.0251554758328486, -0.0517120700098502, -0.0261211499628725
231, -0.101880939408492, -0.101880939408492, -0.0261211499628725, -0.0496016426631285, -0.0264911219753806
232, -0.103038902481707, -0.103038902481707, -0.0264911219753806, -0.0522960947516944, -0.0254096488278471
233, -0.103038902481707, -0.10224411582549, -0.0254096488278471, -0.0499185303785527, -0.0261211499628725
234, -0.103038902481707, -0.101929711793263, -0.0261211499628725, -0.0503386819653151, -0.0251554758328486
235, -0.103038902481707, -0.102459203799417, -0.0251554758328486, -0.0517120700098502, -0.0261211499628725
236, -0.103038902481707, -0.102336559200399, -0.0261211499628725, -0.0496016426631285, -0.0264911219753806
237, -0.103266712377661, -0.103266712377661, -0.0264911219753806, -0.0522960947516944, -0.0254096488278471
238, -0.108358600254097, -0.108358600254097, -0.100955602205837, -0.115761598302357
239, -0.219513815012797, -0.219513815012797, -0.115761598302357, -0.0995505838741118, -0.115356847595028
240, -0.262967996313288, -0.262967996313288, -0.115356847595028, -0.0912073816312446, -0.0998579483875067
241, -0.281188165379431, -0.281188165379431, -0.0998579483875067, -0.099327544049309, -0.100222842008759
242, -0.283223982661003, -0.283223982661003, -0.100222842008759, -0.0848143401150745, -0.100222617818742
243, -0.291065874767717, -0.291065874767717, -0.100222617818742, -0.0988264013820342, -0.0998587476736545
244, -0.302825887947308, -0.302825887947308, -0.0998587476736545, -0.099370305858216, -0.115356847595028
245, -0.30470787497323, -0.30470787497323, -0.115356847595028, -0.0912073816312446, -0.100025632772879
246, -0.30470787497323, -0.302141873796648, -0.100025632772879, -0.099327544049309, -0.100222695797878
247, -0.30470787497323, -0.293700763764171, -0.100222695797878, -0.0848143401150745, -0.100222617818742
248, -0.30470787497323, -0.296312682192333, -0.100222617818742, -0.0988263916346422, -0.0998755911671105
249, -0.305457713406344, -0.305457713406344, -0.0998755911671105, -0.099370305858216, -0.115356847595028
250, -0.306023787702748, -0.306023787702748, -0.115356847595028, -0.0912073816312446, -0.100025632772879
251, -0.306023787702748, -0.302673606308104, -0.100025632772879, -0.099327544049309, -0.0999702480912718
252, -0.306023787702748, -0.297036926924681, -0.0999702480912718, -0.0912073816312446, -0.100222617818742
253, -0.306023787702748, -0.298092498127614, -0.100222617818742, -0.0988264013820342, -0.100099050129771
254, -0.306459350855315, -0.306459350855315, -0.100099050129771, -0.099370305858216, -0.115356847595028
255, -0.306459350855315, -0.306440764234547, -0.115356847595028, -0.0912073816312446, -0.0998579483875067
256, -0.306459350855315, -0.302922872788629, -0.0998579483875067, -0.099327544049309, -0.100219488905895
257, -0.306459350855315, -0.29408965981417, -0.100219488905895, -0.0848143401150745, -0.100222617818742
258, -0.306459350855315, -0.296618640382342, -0.100222617818742, -0.0988264013820342, -0.100098601749737
259, -0.306459350855315, -0.305722197792661, -0.100098601749737, -0.099370305858216, -0.115356847595028
260, -0.306459350855315, -0.30607218770322, -0.115356847595028, -0.0912073816312446, -0.0998579483875067
261, -0.306459350855315, -0.302738584522966, -0.0998579483875067, -0.099327544049309, -0.100219488905895
262, -0.306459350855315, -0.293997515681338, -0.100219488905895, -0.0848143401150745, -0.100222617818742
263, -0.306459350855315, -0.296536083827497, -0.100222617818742, -0.0988264013820342, -0.100025632772879
264, -0.306459350855315, -0.305734574034758, -0.100025632772879, -0.0995505838741118, -0.115356847595028
265, -0.306459350855315, -0.302881855066183, -0.115356847595028, -0.0848143401150745, -0.0998579483875067
266, -0.306459350855315, -0.301145133745447, -0.0998579483875067, -0.099327544049309, -0.100222919987895
267, -0.306459350855315, -0.293202505833579, -0.100222919987895, -0.0848143401150745, -0.100222617818742
268, -0.306459350855315, -0.296425858915701, -0.100222617818742, -0.099327544049309, -0.100099050129771
269, -0.306459350855315, -0.305442770531496, -0.100099050129771, -0.0995505838741118, -0.114810048143409
270, -0.306459350855315, -0.305742916539514, -0.114810048143409, -0.0912073816312446, -0.100025632772879
271, -0.306459350855315, -0.30265939457979, -0.100025632772879, -0.099327544049309, -0.100222695797878
272, -0.306459350855315, -0.293959524155742, -0.100222695797878, -0.0848143401150745, -0.100222617818742
273, -0.306459350855315, -0.296517088064698, -0.100222617818742, -0.0988264013820342, -0.100025632772879
274, -0.306459350855315, -0.305451676427549, -0.100025632772879, -0.0995505838741118, -0.114810048143409
275, -0.306459350855315, -0.30574736948754, -0.114810048143409, -0.0912073816312446, -0.100025632772879
276, -0.306459350855315, -0.302661621053803, -0.100025632772879, -0.099327544049309, -0.100222695797878
277, -0.306459350855315, -0.293960637392749, -0.100222695797878, -0.0848143401150745, -0.100222617818742
278, -0.306459350855315, -0.296517644683202, -0.100222617818742, -0.0988264013820342, -0.100025632772879
279, -0.306459350855315, -0.30572535446261, -0.100025632772879, -0.0995505838741118, -0.115356847595028
280, -0.306459350855315, -0.30619409271931, -0.115356847595028, -0.0912073816312446, -0.100098601749737
281, -0.306459350855315, -0.302921467158117, -0.100098601749737, -0.099327544049309, -0.100222695797878
282, -0.306459350855315, -0.294090560444906, -0.100222695797878, -0.0848143401150745, -0.100222617818742
283, -0.306459350855315, -0.296869886221364, -0.100222617818742, -0.099327544049309, -0.100099050129771
284, -0.306459350855315, -0.30584804490219, -0.100099050129771, -0.099370305858216, -0.115356847595028
285, -0.306459350855315, -0.306218953450671, -0.115356847595028, -0.0912073816312446, -0.100025632772879
286, -0.306459350855315, -0.302897413035368, -0.100025632772879, -0.099327544049309, -0.100222695797878
287, -0.306459350855315, -0.294080955610455, -0.100222695797878, -0.0848143401150745, -0.100227462272589
288, -0.306459350855315, -0.296616934697424, -0.100227462272589, -0.0988264013820342, -0.100099050129771
289, -0.306459350855315, -0.305811708148168, -0.100099050129771, -0.0995505838741118, -0.115356847595028
290, -0.306459350855315, -0.306237527867978, -0.115356847595028, -0.0912073816312446, -0.100099118361516
291, -0.306459350855315, -0.30294344303834, -0.100099118361516, -0.099327544049309, -0.100222695797878
292, -0.306459350855315, -0.297298069143102, -0.100222695797878, -0.0912073816312446, -0.100222617818742
293, -0.306459350855315, -0.298436931892016, -0.100222617818742, -0.099327544049309, -0.100025632772879
294, -0.306594859059069, -0.306594859059069, -0.100025632772879, -0.099370305858216, -0.115356847595028
295, -0.306594859059069, -0.303432324259455, -0.115356847595028, -0.0848143401150745, -0.100098601749737
296, -0.306594859059069, -0.301540582928189, -0.100098601749737, -0.099327544049309, -0.100222695797878
297, -0.306594859059069, -0.293400118329942, -0.100222695797878, -0.0848143401150745, -0.100222617818742
298, -0.306594859059069, -0.296414461149407, -0.100222617818742, -0.099327544049309, -0.099878642100821
299, -0.306594859059069, -0.305510128351736, -0.099878642100821, -0.099370305858216, -0.115356847595028
300, -0.306594859059069, -0.306049995175444, -0.115356847595028, -0.0912073816312446, -0.100025632772879
301, -0.306594859059069, -0.302812933897755, -0.100025632772879, -0.099327544049309, -0.100222695797878
302, -0.306594859059069, -0.297232965657386, -0.100222695797878, -0.0912073816312446, -0.100222919987895
303, -0.306594859059069, -0.298080464564068, -0.100222919987895, -0.0988264013820342, -0.099878642100821
304, -0.306594859059069, -0.306343130059067, -0.099878642100821, -0.099370305858216, -0.115356847595028
305, -0.306594859059069, -0.303186133078338, -0.115356847595028, -0.0848143401150745, -0.0998579483875067
306, -0.306594859059069, -0.301170936803213, -0.0998579483875067, -0.099327544049309, -0.0999702480912718
307, -0.306594859059069, -0.292960410712836, -0.0999702480912718, -0.0848143401150745, -0.0999652964161123
308, -0.306594859059069, -0.29588887064193, -0.0999652964161123, -0.0988264013820342, -0.100025632772879
309, -0.306594859059069, -0.305330722036954, -0.100025632772879, -0.099370305858216, -0.115376634800882
310, -0.306594859059069, -0.30597018562098, -0.115376634800882, -0.0912073816312446, -0.100025632772879
311, -0.306594859059069, -0.302773029120523, -0.100025632772879, -0.099327544049309, -0.100222695797878
312, -0.306594859059069, -0.294016341426109, -0.100222695797878, -0.0848143401150745, -0.100222617818742
313, -0.306594859059069, -0.296712225840833, -0.100222617818742, -0.099327544049309, -0.0998579483875067
314, -0.306594859059069, -0.305648663840792, -0.0998579483875067, -0.099370305858216, -0.115356847595028
315, -0.306594859059069, -0.306119262919972, -0.115356847595028, -0.0912073816312446, -0.100025632772879
316, -0.306594859059069, -0.302847567770019, -0.100025632772879, -0.099327544049309, -0.100222695797878
317, -0.306594859059069, -0.294053610750857, -0.100222695797878, -0.0848143401150745, -0.100222617818742
318, -0.306594859059069, -0.296617123059115, -0.100222617818742, -0.0988264013820342, -0.100131616166598
319, -0.306594859059069, -0.305737946339479, -0.100131616166598, -0.099370305858216, -0.115356847595028
320, -0.306594859059069, -0.306200612847761, -0.115356847595028, -0.0912073816312446, -0.100099050129771
321, -0.306594859059069, -0.302924946538664, -0.100099050129771, -0.099327534301917, -0.100222695797878
322, -0.306594859059069, -0.294092300135179, -0.100222695797878, -0.0848143401150745, -0.100222617818742
323, -0.306594859059069, -0.296583476054417, -0.100222617818742, -0.0988264013820342, -0.100025632772879
324, -0.306594859059069, -0.30566813114027, -0.100025632772879, -0.099370305858216, -0.115356847595028
325, -0.306594859059069, -0.302969218605944, -0.115356847595028, -0.0848143401150745, -0.100099118361516
326, -0.306594859059069, -0.301309283533627, -0.100099118361516, -0.099327534301917, -0.100222695797878
327, -0.306594859059069, -0.293284468632661, -0.100222695797878, -0.0848143401150745, -0.100222617818742
328, -0.306594859059069, -0.296179560303158, -0.100222617818742, -0.0988264013820342, -0.100025632772879
329, -0.306594859059069, -0.30546617326464, -0.100025632772879, -0.099370305858216, -0.115356847595028
330, -0.306594859059069, -0.306028017631896, -0.115356847595028, -0.0912073816312446, -0.100025632772879
331, -0.306594859059069, -0.302801945125981, -0.100025632772879, -0.099327544049309, -0.100222695797878
332, -0.306594859059069, -0.294030799428838, -0.100222695797878, -0.0848143401150745, -0.100222617818742
333, -0.306594859059069, -0.296552725701246, -0.100222617818742, -0.0988264013820342, -0.100025632772879
334, -0.306594859059069, -0.305652755963685, -0.100025632772879, -0.099370305858216, -0.115356847595028
